elapsed_seconds,voltage_volts,current_amps,power_watts
891.341,2.6744000000000003,2.0001,3.7549
892.341,2.6724,2.0001,3.7507
893.342,2.6704,2.0001,3.7467
894.342,2.6682,2.0001,3.7423
895.343,2.6660000000000004,2.0001,3.7383
896.343,2.664,2.0001,3.7339
897.344,2.6618000000000004,2.0001,3.7295
898.344,2.6594,2.0001,3.7249
899.345,2.6572000000000005,2.0001,3.7201
900.346,2.6549000000000005,2.0001,3.7157
901.346,2.6525000000000003,2.0001,3.7111
902.346,2.6502,2.0001,3.7063
903.347,2.6479,2.0001,3.7017
904.348,2.6457,2.0001,3.6973
905.348,2.6433,2.0001,3.6925
906.349,2.641,2.0001,3.6879
907.349,2.6386000000000003,2.0001,3.6833
908.35,2.6363000000000003,2.0001,3.6783
909.35,2.6338,2.0001,3.6733
910.351,2.6313000000000004,2.0001,3.6685
911.351,2.6288,2.0001,3.6635
912.352,2.6264000000000003,2.0001,3.6585
913.352,2.6239,2.0001,3.6539
914.353,2.6214000000000004,2.0001,3.6489
915.354,2.6189,2.0001,3.6439
916.354,2.6164000000000005,2.0001,3.6389
917.354,2.6139,2.0001,3.6337
918.355,2.6114,2.0001,3.6285
919.355,2.6084000000000005,2.0001,3.6229
920.356,2.6055,2.0001,3.6165
921.356,2.6025,2.0001,3.6107
922.356,2.5997000000000003,2.0001,3.6051
923.357,2.5969,2.0001,3.5993
924.358,2.5941,2.0001,3.5941
925.358,2.5912,2.0001,3.5885
926.359,2.5884,2.0001,3.5829
927.359,2.5856000000000003,2.0001,3.5769
928.359,2.5828,2.0001,3.5713
929.36,2.58,2.0001,3.5657
930.36,2.577,2.0001,3.5597
931.36,2.5742000000000003,2.0001,3.5541
932.36,2.5712,2.0001,3.5481
933.361,2.5683000000000002,2.0001,3.5421
934.361,2.5653,2.0001,3.5365
935.362,2.5623000000000005,2.0001,3.5303
936.362,2.5593000000000004,2.0001,3.5243
937.362,2.5564,2.0001,3.5183
938.363,2.5534,2.0001,3.5125
939.363,2.5504000000000002,2.0001,3.5065
940.364,2.5475000000000003,2.0001,3.5009
941.364,2.5445,2.0001,3.4949
942.364,2.5415,2.0001,3.4887
943.365,2.5385,2.0001,3.4827
944.365,2.5354,2.0001,3.4765
945.365,2.5321000000000002,2.0001,3.4699
946.366,2.5288000000000004,2.0001,3.4633
947.366,2.5254000000000003,2.0001,3.4565
948.367,2.5221,2.0001,3.4499
949.367,2.5187,2.0001,3.4431
950.368,2.5152,2.0001,3.4361
951.368,2.5118,2.0001,3.4289
952.368,2.5084,2.0001,3.4221
953.369,2.5049,2.0001,3.4151
954.369,2.5013000000000005,2.0001,3.4083
955.37,2.4977,2.0001,3.4011
956.37,2.4941000000000004,2.0001,3.3935
957.37,2.4904,2.0001,3.3863
958.371,2.4868,2.0001,3.3789
959.371,2.483,2.0001,3.3717
960.371,2.4793000000000003,2.0001,3.3639
961.372,2.4754000000000005,2.0001,3.3563
962.372,2.4714,2.0001,3.3485
963.373,2.4675000000000002,2.0001,3.3405
964.373,2.4638,2.0001,3.3325
965.373,2.4597,2.0001,3.3247
966.374,2.4558,2.0001,3.3169
967.374,2.4517,2.0001,3.3089
968.375,2.4478,2.0001,3.3007
969.375,2.4436,2.0001,3.2925
970.376,2.4395000000000002,2.0001,3.2845
971.376,2.4355,2.0001,3.2759
972.377,2.4313000000000002,2.0001,3.2675
973.377,2.4270000000000005,2.0001,3.2591
974.378,2.4227000000000003,2.0001,3.2507
975.378,2.4184,2.0001,3.2419
976.378,2.4141000000000004,2.0001,3.2331
977.379,2.4097,2.0001,3.2243
978.379,2.4053000000000004,2.0001,3.2157
979.38,2.4008000000000003,2.0001,3.2065
980.38,2.3962000000000003,2.0001,3.1975
981.381,2.3915,2.0001,3.1881
982.381,2.3870000000000005,2.0001,3.1791
983.382,2.3825000000000003,2.0001,3.1699
984.382,2.3778,2.0001,3.1603
985.382,2.3729000000000005,2.0001,3.1509
986.382,2.3681,2.0001,3.1411
987.383,2.3632,2.0001,3.1315
988.383,2.3582,2.0001,3.1215
989.383,2.3534,2.0001,3.1115
990.383,2.3482000000000003,2.0001,3.1015
991.384,2.3432000000000004,2.0001,3.0915
992.384,2.3381000000000003,2.0001,3.0811
993.385,2.3329000000000004,2.0001,3.0709
994.386,2.3276000000000003,2.0001,3.0601
995.386,2.3224,2.0001,3.0495
996.387,2.3169000000000004,2.0001,3.0385
997.387,2.3116000000000003,2.0001,3.0279
998.388,2.3061000000000003,2.0001,3.0171
999.389,2.3005000000000004,2.0001,3.0057
1000.389,2.295,2.0001,2.9945
1001.389,2.2894,2.0001,2.9835
1002.389,2.2838000000000003,2.0001,2.9719
1003.389,2.2772,2.0001,2.9591
1004.39,2.271,2.0001,2.9463
1005.391,2.2649,2.0001,2.9341
1006.391,2.2585,2.0001,2.9209
1007.391,2.2519,2.0001,2.9081
1008.392,2.2456000000000005,2.0001,2.8957
1009.392,2.2394000000000003,2.0001,2.8831
1010.393,2.233,2.0001,2.8703
1011.393,2.2265,2.0001,2.8575
1012.393,2.2201000000000004,2.0001,2.8443
1013.394,2.2136000000000005,2.0001,2.8315
1014.395,2.2070000000000003,2.0001,2.8183
1015.396,2.2003000000000004,2.0001,2.8047
1016.396,2.1936,2.0001,2.7911
1017.397,2.1868000000000003,2.0001,2.7777
1018.397,2.1798,2.0001,2.7639
1019.397,2.1729000000000003,2.0001,2.7503
1020.398,2.1660000000000004,2.0001,2.7361
1021.398,2.1588000000000003,2.0001,2.7217
1022.399,2.1518,2.0001,2.7077
1023.399,2.1446000000000005,2.0001,2.6933
1024.399,2.1374000000000004,2.0001,2.6789
1025.4,2.1301,2.0001,2.6639
1026.401,2.1227,2.0001,2.6491
1027.401,2.1152,2.0001,2.6345
1028.402,2.1077000000000004,2.0001,2.6195
1029.403,2.1002,2.0001,2.6041
1030.403,2.0925000000000002,2.0001,2.5889
1031.403,2.0849,2.0001,2.5735
1032.403,2.077,2.0001,2.5579
1033.403,2.0691,2.0001,2.5419
1034.403,2.0612000000000004,2.0001,2.5263
1035.404,2.0533,2.0001,2.5103
1036.404,2.0453,2.0001,2.4941
1037.405,2.037,2.0001,2.4777
1038.405,2.0289,2.0001,2.4615
1039.405,2.0206,2.0001,2.4449
1040.406,2.0123,2.0001,2.4281
1041.406,2.0039000000000002,2.0001,2.4115
1042.407,1.9954000000000003,2.0001,2.3943
1043.407,1.9868000000000001,2.0001,2.3773
1044.407,1.9782000000000002,2.0001,2.3599
1045.408,1.9694000000000003,2.0001,2.3423
1046.408,1.9607,2.0001,2.3249
1047.408,1.9519000000000002,2.0001,2.3071
1048.408,1.9430000000000003,2.0001,2.2891
1049.409,1.9339000000000002,2.0001,2.2711
1050.409,1.9247000000000003,2.0001,2.2529
1051.41,1.9155000000000002,2.0001,2.2341
1052.411,1.9063,2.0001,2.2157
1053.411,1.8969000000000003,2.0001,2.1969
1054.411,1.8875000000000002,2.0001,2.1781
1055.411,1.8780000000000001,2.0001,2.1591
1056.412,1.8684000000000003,2.0001,2.1399
1057.412,1.8587000000000002,2.0001,2.1207
1058.412,1.8490000000000002,2.0001,2.1013
1059.412,1.8393000000000002,2.0001,2.0815
1060.413,1.8295000000000001,2.0001,2.0617
1061.413,1.8196,2.0001,2.0421
1062.414,1.8098000000000003,2.0001,2.0223
1063.414,1.7998000000000003,2.0001,2.0023
1064.414,1.7898,2.0001,1.9822
1065.415,1.7796000000000003,2.0001,1.962
1066.415,1.7694,2.0001,1.9416
1067.416,1.7594000000000003,2.0001,1.9212
1068.416,1.7491000000000003,2.0001,1.901
1069.417,1.7388000000000003,2.0001,1.8802
1070.417,1.7285000000000001,2.0001,1.8596
1071.418,1.7181000000000002,2.0001,1.8386
1072.418,1.7077000000000002,2.0001,1.818
1073.419,1.6972,2.0001,1.797
1074.419,1.6867,2.0001,1.7762
1075.42,1.676120343982801,1.9999,1.7547
1076.42,1.6656000000000002,2.0001,1.734
1077.421,1.6550000000000002,2.0001,1.7126
1078.421,1.6446,2.0001,1.6916
1079.424,1.6335000000000002,2.0001,1.6692
1080.424,1.6221,2.0001,1.6464
1081.425,1.6105,2.0001,1.6232
1082.425,1.5985,2.0001,1.5992
1083.425,1.5868000000000002,2.0001,1.5756
1084.425,1.5754000000000001,2.0001,1.5528
1085.426,1.5635000000000003,2.0001,1.529
1086.426,1.5517000000000003,2.0001,1.5056
1087.427,1.5402000000000002,2.0001,1.4828
1088.427,1.5286000000000002,2.0001,1.4596
1089.427,1.5169000000000001,2.0001,1.4358
1090.428,1.5050000000000003,2.0001,1.4124
1091.428,1.4934000000000003,2.0001,1.3892
1092.429,1.4820000000000002,2.0001,1.366
1093.43,1.4704000000000002,2.0001,1.343
1094.43,1.4587000000000003,2.0001,1.3194
1095.43,1.447,2.0001,1.2964
1096.431,1.4355000000000002,2.0001,1.2732
1097.431,1.4240000000000002,2.0001,1.25
1098.432,1.4122000000000003,2.0001,1.227
1099.432,1.4008000000000003,2.0001,1.2038
1100.433,1.3893000000000002,2.0001,1.176
1101.433,1.3778000000000001,2.0001,1.153
1102.434,1.3664,2.0001,1.135
1103.434,1.3527000000000002,2.0001,1.1078
1104.434,1.3412000000000002,2.0001,1.085
1105.435,1.3323,2.0001,1.0624
1106.435,1.3187000000000002,2.0001,1.0398
1107.436,1.3075,2.0001,1.0174
1108.436,1.2964000000000002,2.0001,0.9952
1109.437,1.2853000000000003,2.0001,0.9726
1110.437,1.2740000000000002,2.0001,0.9504
1111.437,1.2627000000000002,2.0001,0.9278
1112.437,1.2516000000000003,2.0001,0.9054
1113.438,1.2404000000000002,2.0001,0.8832
1114.438,1.2293000000000003,2.0001,0.861
1115.439,1.2183000000000002,2.0001,0.839
1116.44,1.2072000000000003,2.0001,0.8168
1117.44,1.1963000000000001,2.0001,0.795
1118.44,1.1853000000000002,2.0001,0.773
1119.441,1.1744000000000003,2.0001,0.7512
1120.441,1.1636000000000002,2.0001,0.7296
1121.442,1.1528000000000003,2.0001,0.708
1122.442,1.1419000000000001,2.0001,0.6862
1123.443,1.1311000000000002,2.0001,0.6646
1124.443,1.1204,2.0001,0.6432
1125.444,1.1096000000000001,2.0001,0.622
1126.444,1.0992000000000002,2.0001,0.6008
1127.444,1.0885000000000002,2.0001,0.5794
1128.445,1.0779,2.0001,0.5586
1129.446,1.0674000000000001,2.0001,0.5376
1130.446,1.0569000000000002,2.0001,0.5166
1131.447,1.0466000000000002,2.0001,0.4956
1132.447,1.0361000000000002,2.0001,0.475
1133.448,1.0258000000000003,2.0001,0.4544
1134.448,1.0156000000000003,2.0001,0.434
1135.448,1.0055000000000003,2.0001,0.4136
1136.449,0.9955000000000002,2.0001,0.3936
1137.45,0.9855000000000003,2.0001,0.374
1138.45,0.9756000000000002,2.0001,0.354
1139.451,0.9658000000000002,2.0001,0.3342
1140.451,0.9559000000000002,2.0001,0.3148
1141.452,0.9462000000000002,2.0001,0.2954
1142.452,0.9365000000000002,2.0001,0.2758
1143.453,0.9268000000000002,2.0001,0.2566
1144.453,0.9173000000000002,2.0001,0.2376
1145.454,0.9081000000000002,2.0001,0.2192
1146.454,0.8988000000000002,2.0001,0.2008
1147.455,0.8896000000000002,2.0001,0.1822
1148.455,0.8805000000000002,2.0001,0.1642
1149.456,0.8716000000000002,2.0001,0.1466
1150.456,0.8630000000000002,2.0001,0.1294
1151.457,0.8551934153292335,1.9923,0.1227
1152.457,0.8493174941252938,1.9783,0.1211
1153.458,0.8440381330933453,1.9663,0.1196
1154.458,0.839516364181791,1.9557,0.1183
1155.458,0.8355521873906305,1.9465,0.1172
1156.459,0.8320269786510676,1.9379,0.1161
1157.46,0.8284407379631018,1.9299,0.1153
1158.46,0.8251536373181342,1.9224,0.1143
1159.461,0.8223453327333634,1.9156,0.1136
1160.461,0.8195565121743914,1.9091,0.1129
1161.462,0.8171464876756164,1.9033,0.112
1162.462,0.8145568071596421,1.8973,0.1115
1163.463,0.8120662666866657,1.8918,0.1108
1164.463,0.8099545222738864,1.887,0.1101
1165.463,0.8077834658267087,1.8818,0.1096
1166.464,0.8057920653967302,1.8768,0.1089
1167.464,0.8037599770011501,1.8722,0.1085
1168.465,0.8018677166141693,1.8677,0.1079
1169.465,0.8000745962701865,1.8637,0.1076
1170.465,0.7983814759262037,1.8597,0.1072
1171.466,0.7967078396080197,1.856,0.1066
1172.466,0.7952740312984352,1.8524,0.1064
1173.466,0.793879191040448,1.8494,0.1059
1174.467,0.792584350782461,1.8464,0.1055
1175.468,0.7913098545072748,1.8432,0.1054
1176.469,0.789795530223489,1.8399,0.1048
1177.469,0.7883015499225039,1.8364,0.1044
1178.47,0.786987225638718,1.8331,0.1042
1179.47,0.7855923853807311,1.8301,0.1037
1180.471,0.7843975451227438,1.8271,0.1035
1181.472,0.7838196090195491,1.8259,0.1033
1182.472,0.7821070046497676,1.8216,0.1026
1183.473,0.778799560021999,1.8143,0.1019
1184.473,0.776110739463027,1.8078,0.1013
1185.473,0.7741184790760461,1.8033,0.1007
1186.473,0.7716287985600719,1.7973,0.1002
1187.474,0.7688196340182991,1.791,0.0993
1188.474,0.7661104694765263,1.7847,0.0986
1189.475,0.7635411329433529,1.7785,0.0981
1190.475,0.7610311084445779,1.7727,0.0974
1191.476,0.7588397080145993,1.7677,0.0968
1192.476,0.7569474476276187,1.7632,0.0963
1193.476,0.7547560471976401,1.7582,0.0957
1194.477,0.7529434428278586,1.7539,0.0953
1195.477,0.7511503224838759,1.7499,0.0948
1196.478,0.7496563421828909,1.7464,0.0944
1197.478,0.748541157942103,1.7436,0.0943
1198.479,0.7472658017099145,1.7409,0.0938
1199.479,0.7461506174691266,1.7381,0.0936
1200.479,0.7451540572971351,1.7361,0.0932
1201.479,0.7442778411079446,1.7339,0.093
1202.48,0.7434414529273536,1.7318,0.0929
1203.48,0.7425448927553623,1.7298,0.0926
1204.48,0.7417483325833709,1.7278,0.0925
1205.48,0.7407517724113795,1.7258,0.0921
1206.481,0.7399552122393881,1.7238,0.092
1207.482,0.7392577921103946,1.7223,0.0917
1208.482,0.7384612319384032,1.7203,0.0916
1209.482,0.7376646717664117,1.7183,0.0915
1210.482,0.7366681115944204,1.7163,0.0911
1211.483,0.7357520673966302,1.714,0.0909
1212.483,0.7349555072246389,1.712,0.0907
1213.483,0.7340589470526475,1.71,0.0906
1214.483,0.7333818709064548,1.7083,0.0905
1215.483,0.7324649667516624,1.7065,0.09
1216.483,0.731389610519474,1.7038,0.0899
1217.483,0.7296964901754912,1.6998,0.0895
1218.484,0.7276644017799111,1.6952,0.0889
1219.484,0.7257916254187292,1.691,0.0883
1220.484,0.7239790210489476,1.6867,0.088
1221.485,0.7229833208339583,1.6842,0.0878
1222.485,0.7221071046447678,1.682,0.0874
